dialog_id,speakers,utterances,emotions
126,ranjana,scheme?,neutral
126,indravandhan,matlab ye bol raha hain ki wo scheme teme jahan wo koi filmstar ke saath dinner,joy
126,monisha,ya phir saalbhar ke liya kuuch cola aisa kuch,joy
126,ranjana,well wo hum aapko humaare society ka life patron bana deenge,joy
126,monisha,matlab aap mujhe ek flat deengi free mein apne housing society mein?,joy
126,sahil,shell…welfare society ka patron banayenge,neutral
126,ranjana,"haan har function pe aap dias par hoogi, speech degi",joy
126,maya,wonderful! mike ka kharcha bhi baach jayyga.,contempt
126,monisha,ye lijiye paper aur mera letter,neutral
126,sahil,"i'll read it out for you, main monisha sahil sarabhai aapne jaspal mama se mila saari jayeezad children's housing cooperative society se….ye cancel kar dete hain…ye lijiye",neutral
126,indravandhan,aur maya tumhaare 5 lakh,neutral
126,maya,de rahi hoon indravardhan aur ye raha mera 5 lakh ka cheque.,joy
126,indravandhan,aur ye raha humara monisha ki jayezaad ka papers 1024 dollars ki ya fir 45 hazaar jaisa.,neutral
126,sahil,"hazar 24 dollar? to wo objects, paintings?",surprise
126,indravandhan,wo to srif tasviire thi. jaspal mama ne saare laiabilities chuukane ke liye wo paheli hi beech di thi. haan uska ye balance sheet bhi hain ye dekho ye raha.,neutral
126,maya,aur ye baat tumhe pehele se maloom thi indravardhan?,contempt
126,indravandhan,"haan maloom tha lekin monisha ko maloom nahi tha fir bhi usne uske saare jayezaad donate kar di, jitni bhi thi",joy
126,sahil,i'm proud of you!,joy
126,indravandhan,"and maya, i'm proud of you tumne jo 5 laakh ka cheque donate kar diya.",neutral
126,rosesh,hi ranjana auntie,joy
126,maya,ab to wo srif 1024 dollars donate kiye hain to patron banane ka to koi sawaal hi nahi uthta,neutral
126,ranjana,no no no no…a promise is a promise. monisha agle sunday charity auction hain coctails ke saath. zaroor ana.,joy
126,monisha,ayungi mujhe na apne jaspal mama ko shraddhanjali dene ka man kar raha hain. main stage par se de sakti hoon?,joy
126,ranjana,okay,neutral
126,monisha,thik hain rosesh bhaiya padke sunaiye,joy
126,maya,rosesh,surprise
126,rosesh,"wo monisha bhabhi ne jaha to maine. suniye ha suniye. jaspal mama ne apne saaso se kaha ruk ruk ruk ruk ruk ruk ruk mujhe lene aayen hain yamdoot, look look look look look look look main mar jaayon to ghar mein sada khana cook cook cook cook cook cook cook",neutral
126,monisha,aage kya hain,neutral
126,indravandhan,chooli ke peeche kya hain puk puk puk puk puk puk puk aur kya?,contempt
126,rosesh,"arey surprise hain, 42 lines ki chooti si poem.",joy
126,ranjana,see all of you at the function,fear
126,indravandhan,count me out,fear
127,monisha,ye lijiye. vada paw.,neutral
127,sahil,arey itne saare vada paw!,neutral
127,monisha,haan ab to mein crorepati hoon. sahil haan wo saare cheez beech deyenge aur us se humme dher saare paison milenge. nayi?,joy
127,sahil,humme paison ki kya zaroorat hain?,neutral
127,indravandhan,arey itne saare vada paw jo khareedna hain!,neutral
127,sahil,"ek minute…monisha, wo jo paintings hain na picasso ka wo status symbol hain",neutral
127,monisha,wo painting bakwaas hain sahil,contempt
127,sahil,boliye,neutral
127,indravandhan,"haan! wo coffee color ki hain, wo monisha ka red color ki curtains ke saath kaise match karenge?",neutral
127,sahil,monisha mein tume wo paintings bechne nahi dunga,anger
127,indravandhan,bolo,neutral
127,monisha,thik hain lekin kam se kam kissi paintain ki dukaan mein jaake exchamge to kar sakte hain,joy
127,sahil,exchange ?,surprise
127,monisha,haan hum dukkandar se kahenge ki aise hi paintaing kissi aur color mein hain kya?,joy
127,sahil,picasso ki paintain hain monisha. chappal nahi hain ki teen color mein bikegi,contempt
127,indravandhan,"dekho bete, wo jo picasso ki paintain hain na, wo humaare mf hussain ne banayi hain",neutral
127,sahil,monisha you are a millionaire now. so behave like one.,anger
128,monisha,good morning mother in law touch your feet.,joy
128,rosesh,touch your feet?,neutral
128,maya,paire podna,contempt
128,monisha,say hello to tommy the dog,joy
128,maya,tumne iss kutte ka naam tommy the dog rakha?,contempt
128,monisha,"haan kyuki srif tommy rakhne se kitna middle class lagta hain na! aur waise bhi ye to big budget kutta hain aur ajkal to fashion hain mother in law ki big budget filmon ke title ke neeche tagline - haramzaada the rasle, mein tera khoon pee jayoongi - the thirsty, khooni sasuma - the monster",contempt
128,maya,i get the point monisha. to tumhe tommy the dog jaise aapne naam ke saath bhi koi tagline nahi jori,contempt
128,sahil,monisha! the darling!,joy
128,monisha,bolo sahil the handsome!,joy
128,sahil,hello mom the ma. where is goldchain?,neutral
128,monisha,"hey servent the naukar, give goldchain to owner",neutral
128,sahil,let's go to hotel come on!,neutral
128,monisha,today is a party in a hotel!,joy
129,indravardhan,clause number 13 tum ghar jamai hargiz nahi banoge,anger
129,rosesh,manzur hai,neutral
129,indravardhan,tumhe koi ladki se pyar ho toh bhi,anger
129,rosesh,okay,neutral
129,indravardhan,ladki bohot khubsurat ho ek lauti ho 500 crore ki waris ho to tum use moma keh k bulaoge aur uski shadi mujhe kar doge ,anger
129,rosesh,moma apne aise hi shart likhwai hai,neutral
129,maya,tum apne dad ko nahi jante haan? akal ko bhi wo yuyu ko waha chor k aye ho? ,anger
129,maya,toh phir? monisha jaisi bewakufi k sawal kyu puch rahe ho? aage padho na,anger
129,sahil,"main padhta hoon. us ladki se hi shadi karoge jo ghar k saare members ko pasand ayegi. mujhe matlab mom ko, tumko, tumhare dad ko, tumhe khud ko, aur sahil ko aur monisha ko bhi",neutral
129,maya,sahil maine ,neutral
129,sahil,hum me se kisi ek ne bhi kaha ki ladki thik nahi hai toh tum us ladki se shadi nahi karoge,neutral
129,rosesh,okay,neutral
129,sahil,shadi ke baad tum surname change nahi karoge. ye kya shart ai mom?,neutral
129,maya,ye yuyu se shadi karne k baad rosesh sarabhai se rosesh khilawala banne wala tha,anger
129,sahil,what?,surprise
129,rosesh,haan wo yuyu ki mom ne kaha ki agar tum surname change kar loge toh tumhe special facilities bhi milenge ,neutral
129,maya,special facilities kya hai wo sunao ,anger
129,rosesh,"garam pani se nahana, shaam ki chai k saath cornflke khana, aur diwali mein shirt pehenna ",neutral
129,indravardhan,aur tu ye sare sharte manne ko tayyar tha?,anger
129,rosesh,bilkul nahi maine saaf mana kar diya tha main surname change nahi karunga phir unhone kaha ki hum sunday ki chhutti denge tab maine ok kaha ,neutral
129,indravardhan,sahil mai isko juta nikalke maaru ,anger
129,maya,please please maro ,anger
129,sahil,ek minute abhi nahi ,neutral
129,maya,pagal ho tum koi is tarah se pyar me bhatak sakta hai ,anger
129,monisha,kyu nahi bhatak sakta hai mammiji mere jo tau the na harbhajan tau ,neutral
129,sahil,kaun harbhajan tau,neutral
129,monisha,are wahi jo kaan baalo ki choti banate the ,neutral
129,maya,tumhare harbhajan tau kaan k baalo ki chot banate the?,disgust
129,indravardhan,haan maya aur sunday k do ribbon bhi baandhte the usme ,contempt
129,monisha,hatt sirf rubber band aur wo bhi kaale rang ka wo kyuki na daddyji ,neutral
129,sahil,monisha tumhare us harbhajan tau ka aur rosesh ka kya sambandh hai uspe jaldi aao ,neutral
129,monisha,haan haan toh harbhajan tau ka jo beta hai na gurminder jb use pyar hua tha tab usne roti sabzi khana chor kar gud chane aur ghas khana shuru kar diya tha ,neutral
129,maya,kyu? let me guess. usse ghodi se pyar ho gaya tha ,contempt
129,monisha,haan mammiji use lagta tha ki wo ghodi uski pichle janam ki joru hai ,neutral
129,rosesh,ab kaise hai gurminder?,neutral
129,indravardhan,first class pichle mahine race bhi jita ,joy
129,monisha,ab gurminder ki shadi ho chuki hai aur uske do bacche bhi hai,joy
129,indravardhan,haan aur wo dono bacche gurminder ke baith ke hi roz school jate hai papa ji papa ji papa ji ,contempt
129,sahil,excuse me gurminder ghoda hai ya nahi ye monisha jane lekin rosesh gadha bante bante bach gayarosesh tumse dubara ye galti na ho iske liye mom ki ye saari sharte bilkul sahi hai agar tumhe manzur ho toh inpe sign karo come on ,neutral
129,rosesh,sign? moma apko mujhpe viswas nahi hai? ,sadness
129,maya,rosesh baby mujhe tumpe bilkul viswas nahi hai chup chap sign karo ,anger
130,maya,38 ladkiya dekhi hai humne unme se ek bhi pasand nahi ayi ,sadness
130,monisha,mujhe ek pasand ayi thi lekin mammiji ne use reject kar diya ,neutral
130,maya,cockroach macchar marne ki dawai bechne ayi thi wo. madam we are selling mosquito repellent. madam can i have one glass of water please? agar aap teen lengi na toh uspe ek melamine set free milne ki scheme hai lijuye na madam uff ekdum behenji type. ,contempt
130,maya's sister,dont tell me ki tumne usse mana kar diya ,neutral
130,maya,obviously,neutral
130,monisha,"mammiji ne toh dawai kharidne se bhi mana kar diya, bolo ",neutral
130,maya,kyuki mere ghar mein cockroach machhar nahi hai monisha ,contempt
130,maya's sister,so what deeds i mean tum kisi rishtedaar ko birthday gift bhi de sakti thi na ,neutral
130,maya,cockroach spray?,surprise
130,maya's sister,toh kya hua? let me tell you this. monisha pata hai tumhare bhai ne,joy
130,monisha,bolona kya,joy
130,maya's sister,tumhare bhai ne humare one month anniversary mein humen pet saaf karne wala churan diya tha,neutral
130,monisha,sach? how intelligent,joy
130,maya's sister,hai na..,joy
130,maya,gross..dekha tumhare bhai ne kya halat bana diya meri behen ki ,disgust
130,maya's sister,excuse me deeds meri nanad ko taane marne ki bilkul zarurat nahi alright. ,neutral
130,maya,oh shut up,neutral
130,monisha,"mammiji aap pareshan mat hoiye, kehte hai na ki shadi vyah toh upar wale ki racha rachaya khel hai ",neutral
130,maya's sister,marriages are made in punjab ,neutral
130,maya,marriages are made in heaven,neutral
130,maya's sister,"so what humara punjab bhi kisi heaven se kam nahi hai. sarso de lehlehate khet, tractor pe baitha mera talli jugalkishor, pata hai kheta vich khada hoke wo gaana bhi gaata hai kinna sona tenu rab ne banaya dil kare dekhta rava ",joy
130,maya,enough ab ek aur lafz bola na toh i swear i will kill you ,anger
130,maya's sister,alright isme naraz hone ki kya baat hai deeds and mai sach keh raiya agar rab ne rosesh de vaste koi kudi fix ki hogi na toh wo darwaza kholke apne aap is ghar me chali ayegi ,neutral
130,maya,yes? ,neutral
131,sahil,chup chap sara kachra uthake bahar pheko come on ,anger
131,monisha,baad mein karungi toh nahi chalega,anger
131,sahil,i said come on ,anger
131,indravardhan,sahil monisha ,neutral
131,indravardhan,arey yaar kya batau ye maya bhi ek zabardast kisam ka torture hai,sadness
131,monisha,hai na hai na? lekin sahil manta hi nahi hai,joy
131,sahil,just shut up monisha. kya hua ,neutral
131,indravardhan,arey aaj rosesh ko ladki sirf dekhen a rahe hai na? uski shadi toh nahi hai na? maya insist kar rahi hai ki suit pehno. ab batao ye shirt me kya burai hai?,neutral
131,sahil,colour dull hai dad iska ,neutral
131,monisha,aur sasta bhi lagta hai,neutral
131,sahil,aur wo cut bhi thoda outdated lag raha hai aur daag bhi laga hai,contempt
131,monisha,bartanwali is shirt k badle mein sifr ek lota ya ek choti si katori degi ,contempt
131,indravardhan,tum dono bhi kam torture nahi ho ,anger
131,fufa,aye indu,neutral
131,indravardhan,oh my god think of torture and here he is ,fear
131,madhu fufa,sun sun meri baat toh sun,neutral
131,indravardhan,aap humari sunte hai ki hum aapki sune,anger
131,madhu fufa,acha tumhare yaha bhi pani nahi aya,neutral
131,sahil,madhu fufa aap yaha kyu aye,neutral
131,madhu fufa,accha acha apne rosesh k liye maine ek ladki dhundi hai,joy
131,indravardhan,kaun,neutral
131,madhu fufa,ladki ladki ab maine tv toh nahi kaha,neutral
131,indravardhan,monisha inko yaha ate hue kisine dekha hoga,neutral
131,monisha,pata nahi kyu,neutral
131,indravardhan,ji karta hai inka gala fordu aur yahi dafna du,anger
131,sahil,"ill handle him, madhu fufa kiski beti hai ",neutral
131,madhu fufa,kiski beti hai are chotu bhai hai na unki beti hai ,joy
131,sahil,wo textile wale?,surprise
131,madhu fufa,napensy road wale nahi nahi mafatlal textile nahi sanghani textile ,neutral
131,sahil,monisha inko yaha ate hue kisine dekha toh nahi hoga na,anger
132,pillu aunty,nahi nahi shakkar bilkul nahi meri dieting jo chal rahi hai no sugar please,joy
132,maya,aur beta aapko?,joy
132,pillu aunty,baby ko? one cube ,joy
132,maya,kya naam hai tumhara beta,joy
132,pillu aunty,"payal, baby ka naam payal hai ",joy
132,maya,thats a nice name,joy
132,monisha,haila pata hai meri cousin sister ka bhi naam payal hai aur uski jo badi behen hai na uska naam panijan hai aur,joy
132,indravardhan,aur un dono ki mammi ka naam ghungroo hai,joy
132,maya,indravardhan,anger
132,rosesh,"wow payel, maine 19 kavitaye likhi hai payal par. sunau?",joy
132,sahil,pehle payal se baat toh kar lo phir to zindagi bhar sunni hai payal ko tumhari kavitaye bechari ,joy
132,pillu aunty,maya can i just freshen up a little bit ,joy
132,monisha,aree lekin ap fresh toh hai aur khamakha muh dhoengi toh apka makeup kharab ho jayega pillu aunty,neutral
132,maya,monisha..come i will show you the washroom,neutral
132,pillu aunty,excuse me please ,joy
132,indravardhan,"monisha freshen up hone ka matlab unhe bathroom jana hai, ",neutral
132,monisha,acchaa,neutral
132,indravardhan,acha payal beti aap kaha tak padhi hai? acha matlab,joy
132,sahil,"ek minute, we want to know graduate, post graduate? kuch toh padi hai hai na",joy
132,indravardhan,haan par kitni? o gale tak,neutral
132,monisha,ek minute ek minute main puchti hoon main puchti hoon. aap sirf sir haan ya na me hilake jawab dena haan. graduate? matric? 8th standard? 5th standard? 3rd toh? ,neutral
132,maya,ye kya ho raha hai monisha ,neutral
132,monisha,kuch nahi mammiji bas humlog pata kar lagane ki koshish kar rahe the ki payal kaha tak padhi hai,joy
132,pillu aunty,o meri payal heart surgeon hai with phd in non invasive cardio therapy,joy
132,sahil,tum heart surgeon ho? ,neutral
132,monisha,matlab doctor?,neutral
132,indravardhan,wo akhir doctor hai,neutral
132,rosesh,doctor hogi shayad lekin adhe ghante tak toh bilkul baat hi nahi ki payal ne,sadness
132,indravardhan,haha uske ghungroo kho gaye honge isliye khanke nahi ,joy
132,sahil,wo apne patient se kaise baat karti hogi na? matlab maan lijiye ki patient ne puch liya doctor payal mera blood pressure check kijiye. to doctor payal aise react karti hogi. aur agar dusra pateint puche ki doctor payal meri chati mein bechaini si ho rahi hai toh doctor payal ,joy
132,indravardhan,aur sun sun agar operation ke dauran patient mar gaya toh ,joy
132,rosesh,lekin moma ko toh pura shak hai ki wo doctor hogi hi nahi,neutral
132,monisha,haan aur jab maine unse pucha ki agar doctor ho toh stethoscope lekar kyu nahi aye toh usne apni aankhe aie aise aise ki,joy
132,sahil,wo tumhara sawal sunke kiya hoga monisha jab koi ladka dekhne jata hai toh gale mein stethoscope pehenke nahi jata ,contempt
132,monisha,arey lekin agar wo peshe se doctor hai toh maine socha ki ,neutral
132,indravardhan,"monisha monisha monisha maan lo ki wo airhostess hoti toh kya karti? namashkar, mai shadi karne ayi hoon. kripaya sawal puchne se pehle apni kursi ki peti bandh lijiye ",neutral
132,monisha,daddyji ,neutral
132,sahil,iske aage suniye wo kahegi agar main apko pasabd na padi toh bhagne ke liye char dwar hai do aage ki or do peeche ki or ,joy
133,maya,radha bai,neutral
133,radha,good morning madam,neutral
133,maya,goood morning. paper dena,neutral
133,radha,haan abhi laati hun,neutral
133,monisha,hello,neutral
133,maya,good morning monisha,joy
133,monisha,mummy ji?,surprise
133,maya,"monisha, indravadhan ko abhi tak yaad ni aaya ki aaj kya hai",joy
133,monisha,"accha, wo hawa me virus hai na, to ajeeb si problem ho gyi hai yaadash ki, ni? mujhe bhi kuchh yaad nae rehta.",joy
133,maya,dus hazar ki shart to yad hai na?,neutral
133,monisha,hello? kon bol rha hai?,neutral
133,maya,oo enough monisha,anger
133,monisha,hello? ,neutral
133,maya,"aa jana aaj dopehar ko ek baje mere yahan lunch ke liye. dus hazar rupay lekar aana, okay?",contempt
133,radha,mem saab paper,neutral
133,maya,"good, kya hai news me?",joy
133,radha,petrol price go up,neutral
133,maya,"aain...mai main headlines ki baat nae kar rhi, mai supplement ki baat kr rahi hun. rajan singhania's party goes on till four am, wow, hume nae bulaya usne. nivedita's party, art show...mumbai's ex mayor excepts public request, 24th february declared national couple's day? o my god, o my god, radha bai ye paper indravadhan ke hath me nae aana chahiye",fear
133,radha,kyun kya hua?,surprise
133,maya,"arey mujhe to laga tha ki twenty fourth february ko kuchh bhi nahi hai, ab iss mayor ne twenty fourth february ko national couples day declare kr diya hai",sadness
133,radha,"arey baap rey, saab ko pata chala to, maya, happy couples day, aisa dikhava karenge na? phir?",fear
133,maya,"mai apni shart haar jaungi..iss paper ko jala do, just jala do ise",anger
133,radha,"haan, par sahab ne sahil baba ke yahan se paper mangwaya to?",neutral
133,maya,yes..sahil's paper,neutral
134,indravardhan,"haan..haan haan haan, i admit, ki mujhe yaad nii rehta",neutral
134,maya,good,joy
134,indravardhan,"lekin ab to btao ki aaj, yaani chaubees february ko kya hai?",neutral
134,maya,"hahaha...aaj wo din hai, jab mai monisha se dus hazar rupay wasool karne wali hun kyunki mai shart jeet gayi..dede monisha",joy
134,monisha,mummy ji saadhe saat hazar chalenge?,joy
134,maya,no...ten thousand,neutral
134,monisha,"chaliye, na aapki na meri, saadhe aath hazar..han?",joy
134,maya,"not a penny more, not a penny less monisha, poore dus hazar. chalo nikalo...aaan...arey...",neutral
134,sahil,monisha..come on...monisha..chhod do,anger
134,maya,aahaha...yess..yess ahaha..darandan,fear
134,sahil,by the way mom zara btaengi aap hume ki shart kya thi?,neutral
134,maya,shart ye thi ki mujhe sabit karna tha ki mardon ko special taareekhein yaad ni rehti,joy
134,indravardhan,"nahi rehti to nahi rehti, lekin ye to batao aaj hai kya?",anger
134,maya,kuchh nae,neutral
134,indravardhan,hein?,surprise
134,maya,yes darling...haha..twenty fourth february ko kuchh nae hua hai,joy
134,sahil,"matlab dad, rosesh uss din sach bol rha tha",neutral
134,indravardhan,yaani shart jeetne ke liye tumne mujhe bevkoof banaya?,anger
134,monisha,aur mujhe kangaal. daddy ji aapko yaad rakhna chahiye tha na ki aaj kuchh bhi nahi hai,sadness
135,maya,indravadhan,joy
135,indravardhan,hello..hahaha..accha hua na maine apne mulaqat ki pehli anniversary k bare me btaya nahi maya ko..haan nhi to phas jata mai..pkka,joy
135,maya,kisse baat kr rhe the tum intercom par?,fear
135,indravardhan,mai aa...haan watchman se,neutral
135,maya,you mean twenty fourth february ko tumhari aur watchman ki mulaqat ki pehli anniversary hai,contempt
135,indravardhan,kya keh rahi ho..maine..aisa kuchh nahi kaha maine,neutral
135,maya,oo yes tumne aisa hi kaha. don't lie indu,anger
135,indravardhan,good night,neutral
135,maya,"indu..you..kon hogi? mrs. billeymorio, seventh floor..ni ni..she's too old for indu.. revati kapoor.. fifth floor..eh she smells",disgust
135,indravardhan,"hello sahil, agar mardon ko tareekhein yaad nahi rehti, to auratein shaq karna nahi chhod sakti..baj gaye maya ke barah",joy
135,maya,shivara siddaqui? o my god wo to divorcy bhi hai..third floor pe rehti..ya wo gayatri khanna..second floor...she's a husband snatcher..kon hogi wo?,fear
136,maya,iss baar mai monisha se dus hazar rupay wasool krk rahungi. neend haram ho jaegi bechari ki paise dete hue,contempt
136,rosesh,aapko maza aaega?,neutral
136,maya,"kaise sawal kr rhe ho, monisha ki neend haram hogi to mujhe maza aaega? of course mujhe maza aaega. okay, gle ek hafte me, koi aisa din chunna hai, jahan sach much kuchh bhi na hua ho",neutral
136,rosesh,"you mean, na kuch accha na kuchh bura?",neutral
136,maya,na accha na bura. so let's start...eighteenth february?,neutral
136,rosesh,eighteenth february..lemme see lemme see,neutral
136,maya,kuchh hua tha uss din?,neutral
136,rosesh,eela phui ki marriage anniversary hai,neutral
136,maya,"okay. so accha din, not possible. nineteenth february?",neutral
136,rosesh,nineteenth feb ko...sixth floor k advani uncle ki birthday party hai,neutral
136,maya,"accha din, not possible. twentieth february?",neutral
136,rosesh,twentieth feb ko to sahil bhai aur bhabhi ki sgai hui thi na..,neutral
136,maya,o..bura din out,contempt
136,rosesh,uhuhu,joy
136,maya,twenty fourth?,neutral
136,rosesh,"kuchh to hua tha moma, something very important",neutral
136,maya,kisi ki birthday hai?,neutral
136,rosesh,nae,neutral
136,maya,"to, kisi ki anniversary? grah pravesh? death anniversary?",neutral
136,rosesh,"ni moma, something very important. twentieth february ko to aapne mujhe triple polio ka dose dilwaya tha moma",neutral
136,maya,"aann haha oo god lekin hum use celebrate to ni kr skte na beta. i meann cake pe kya likhenge, happy first polio dose day? so, twenty fourth february is perfect. ab aaega maza, indravardhan.",joy
137,sahil,"i'm getting the paper...arey, hi mom, accha hua aap mili, ye paper kisne phaad diya?  dekhiye to, hahah, um...are you alright? nae aap kuchh ajeeb pesh aa ri hain",neutral
137,monisha,"sahil, nashta banau?",neutral
137,sahil,"umm, haan haan, mom aap aaengi nashta karne?",neutral
137,monisha,raat ki khichadi chalegi na nashte me?,joy
138,sahil,"come on soniya, please btao soniya, twenty fourth february ko kya hai? dad is getting paranoid, pagal ho rahe hain wo",anger
138,soniya,ooo,surprise
138,sahil,kuchh aaya dimag me?,joy
138,soniya,sinus,sadness
138,sahil,happy sinus day?,joy
138,soniya,"arey ni ni, mera sinus",sadness
138,dushyant,yess..got it. twenty fourth february ko pehla gas cooking range market me aaya tha,neutral
138,sahil,"accha haan, gas cooking khoj day mana rahe hain mom and dad. hai na dushyant? don't you think this is utter rubbish. i mean gas cooking range ka mom and dad se kya sambandh hai? ",contempt
138,dushyant,"well, mom cooking range istemaal karti hain",neutral
138,sahil,aur dad?,neutral
138,dushyant,"dad ko gas hai. see, sambandh hai hi nhi aisa to nahi hai na?",joy
138,sahil,"phir to tumhe borewell khoj din manana chahiye, kyunki soniya ko well ka paani accha lagta hai,",contempt
138,soniya,"aur tum bore ho..so keep quite..dushhhhh, sahil bhaia...chaubees feb... mom..monisha bhabhi..khicha-taani hone wali hai ",neutral
138,sahil,arey wo to koi bhi tareekh ko ho sakti hai,neutral
138,soniya,monisha bhabhi...mom...dono me se kisi ek ko dus hazar ka tohfa milne wala hai,neutral
138,dushyant,"tokia mobile phone, three three six zero? wo nine thousand eight hundred ka aata hai",neutral
139,indravardhan,hi sahil,neutral
139,sahil,hi dad,neutral
139,indravardhan,accha.. ye to bta ye do me se konsa accha lagega?,joy
139,sahil,"blue wala paheniye, isme aap duble lagenge",neutral
139,indravardhan,bus?,surprise
139,sahil,haan aur kya?,neutral
139,indravardhan,kyun pehen rha hun ye nhi janna chahega tu?,sadness
139,sahil,"dad, of course aap kisi party me ja rhe honge isiliye pucch rhe hain na?",neutral
139,indravardhan,"haha..arrey, koi aisi waisi mamuli party nhi, twenty fourth february ki party me pehnne wala hun",joy
139,sahil,"wow, twenty fourth february, kya baat hai",joy
139,indravardhan,tujhe pta hai na twenty fourth february ko kya hai?,joy
139,sahil,nai,neutral
139,indravardhan,"sahil, twenty fourth february, yani tere maa baap k zindagi ka itna bada din, aur tujhe malum nhi hai?",anger
139,sahil,haha...i'm sorry dad mujhe sach much yaad nhi kya hai kya twenty fourth february ko?,neutral
139,indravardhan,mujhe bhi malum nae hai,sadness
139,sahil,to fir haha,joy
139,indravardhan,par wo.wo maya zabardast taiyyari me lagi hui hai,sadness
139,sahil,"hold it, hold it dad, kal monisha mujhse birthdays and anniversaries ke bare me puchh rahi thi",neutral
139,indravardhan,accha,neutral
139,sahil,iska matlab twenty fourth february ko hundred percent kuchh special hai,joy
139,indravardhan,par kya special hai ye to suno,neutral
139,rosesh,hi guys,neutral
139,indravardhan,hi,neutral
139,sahil,hi,neutral
139,rosesh,"dad, twenty fourth february ko mai aapko silk ki tie dena chahta hun. i like this one the best. do you like it?",neutral
139,indravardhan,"ise pta hai..umhuhuh, arey of course munna, lovely tie",joy
139,rosesh,aur moma ko mai apni likhi hui nayi kavita dena chahta hun,neutral
139,sahil,wo to best hai,neutral
139,indravardhan,"haan, rosesh beta, mujhe btaega, please, ki twenty fourth february ko kya hai?",neutral
139,rosesh,"nae, lekin moma ko jarur btaunga ki aapko yaad ni hai",anger
139,indravardhan,"hah..haha..ha..dekha, mujhe malum tha ki ye chamcha bta dene ki dhamki dega. wo to accha hua mujhe malum hai ki twenty fourth february ko kya hai",joy
139,rosesh,"woah dad, monisha bhabhi",neutral
139,indravardhan,"sahil, iss baar to usse ugalwana hi padega ki chaubeesh february ko kya hai",anger
139,sahil,magar ye ni bolega dad,anger
139,indravardhan,agar hosh me hoga to ni bolega na? agar nashe me dhut hua to? hehe haha,joy
140,indravardhan,"lele, munna",neutral
140,rosesh,"nae, mai bathroom jakr aata hun",neutral
140,indravardhan,abhi hi bathroom jana tha ise,neutral
140,sahil,dad ye ni manega,neutral
140,indravardhan,arey mai ise manva k rahunga,neutral
140,rosesh,sahil bhai,fear
140,sahil,haan,neutral
140,rosesh,"sofa ko pakad ke rakhiyega, kabse wo idhar udhar dol rha hai",fear
140,sahil,haan wo sofe ne jyada pi rakhi hai na isiliye. kal subeh tak theek ho jaega wo,joy
140,indravardhan,roshu aa aa baith,neutral
140,sahil,bathroom to jaane...,neutral
140,indravardhan,"kuchh ni bathroom wathroom...aa baith, baith ja, very good. kuchh k haega?khaega kuchh?",anger
140,rosesh,"ni ni moma ke sath khaunga, sahil bhai",neutral
140,sahil,haan,neutral
140,indravardhan,moma mujhe bohot acchi lgti hai,joy
140,sahil,i know that,joy
140,rosesh,moma pari hai pari,neutral
140,indravardhan,aur mai?,neutral
140,rosesh,rakshas,neutral
140,indravardhan,hahah to munna twenty fourth february ko ye rakshas aur pari ka konsa special din hai?,joy
140,rosesh,"twenty fourth february ko, twenty fourth february ko..",neutral
140,indravardhan,kya,neutral
140,rosesh,"twenty fourth february ko, ",neutral
140,indravardhan,aage bol na,anger
140,rosesh,twenty fourth february ko kuchh nae hai,neutral
140,indravardhan,ye aise ni manega maya bhakt..isko aur pilata hun..,anger
140,sahil,"ni ni dad, i'll handle him. rosesh, hello, han, ab btao twenty fourth february ko kya hai?",joy
140,rosesh,twenty fourth february ko actually twenty four february ko..,neutral
140,indravardhan,"ae, rosesh, rosesh..ro..",anger
140,sahil,"dad, so gya ye",anger
140,indravardhan,"so gya, meri puri bottle khatam karke so gya kambakhatab..ab kya hoga sahil?",fear
141,indravardhan,hi maya,joy
141,maya,ye pehnu ya ye pehnu?,neutral
141,indravardhan,"um..koi bhi pehno, dono me tum ni jachti",contempt
141,maya,"aan...btao na konsi pehnu, jo tum kahoge wo mai pehnungi",neutral
141,indravardhan,"lekin ye to btao, ki aaj occassion kya hai?",joy
141,maya,"aaj ni, chaubees tareekh ko. twenty fourth february",neutral
141,indravardhan,aaan...twenty fourth feb..uhh....valentine's day,joy
141,maya,valentine's day? ,contempt
141,indravardhan,belated valentine's day,joy
141,maya,"dus din belated? indu, natak mat karo. jaise ki tumhe pta nhi ki twenty fourth feb ko kya hai",neutral
141,indravardhan,"of course mujhe pta hai...lekin, ek baar tum kaho na..you know twenty fourth february ke baare me jab tum kehti ho na..to aur accha lgta hai",joy
141,maya,"you know, tum aisi baatein karoge to sbko kagega ki tumhe sach much ni pta ki twenty fourth february ko kya hai",sadness
141,indravardhan,"what non-sense, mujhe pta ni hoga ki twenty fourth feb ko kya hai? haha",joy
141,maya,exactly. tumhare to chehre pe likha hai ki twenty fourth february ko kya hai,neutral
141,indravardhan,hai na. to mai bhi padh k dekh leta hun ki kya likha hai,joy
141,maya,indu,neutral
141,indravardhan,haan,joy
141,maya,iss saal mai chahti hun ki twenty fourth february humari zindagi ka sabse yaadgaar din bane,joy
141,indravardhan,"of course my sweety pie, why not..ummmaah..of course..hahah",joy
141,maya,thank you darling,joy
141,indravardhan,"your welcome. hey bhagwan, kya hua tha twenty fourth february ko? aah..if she can do it..so can i",neutral
142,maya,"okay teen alag alag sizes ke diaries hain, and different envelopes, gift envelopes, aur yeh dekho, this is so sweet, just a little thank you note",joy
